AIC BIC aBIC DIC
msst_wide_bayes_r51 NA NA NA NA
msst_long_bayes_r51 NA NA NA 83787.004
cuts_wide_ml_r51 -999 -999 -999 -999
cuts_long_ml_r51 -999 -999 -999 -999
cuts_wide_bayes_r51 NA NA NA NA
cuts_long_bayes_r51 NA NA NA 78805.026
tso_wide_ml_r51 78429.229 78489.148 78416.508 NA
tso_wide_bayes_r51 NA NA NA NA
tso_long_bayes_r51 NA NA NA 70219.251
msst_wide_ml_r52 84106.182 84147.865 84097.333 NA
msst_long_ml_r52 84091.462 84198.655 84147.811 NA
msst_wide_bayes_r52 NA NA NA NA
msst_long_bayes_r52 NA NA NA 83173.42
cuts_wide_ml_r52 -999 -999 -999 -999
cuts_long_ml_r52 -999 -999 -999 -999
cuts_wide_bayes_r52 NA NA NA NA
cuts_long_bayes_r52 NA NA NA 78892.524
tso_wide_ml_r52 78564.662 78624.581 78551.942 NA
tso_wide_bayes_r52 NA NA NA NA
tso_long_bayes_r52 NA NA NA 69997.688
msst_wide_ml_r53 83888.181 83929.864 83879.332 NA
msst_long_ml_r53 83873.243 83980.435 83929.591 NA
msst_wide_bayes_r53 NA NA NA NA
msst_long_bayes_r53 NA NA NA 82948.321
cuts_wide_ml_r53 -999 -999 -999 -999
cuts_long_ml_r53 -999 -999 -999 -999
cuts_wide_bayes_r53 NA NA NA NA
cuts_long_bayes_r53 NA NA NA 78631.067
tso_wide_ml_r53 78345.36 78405.278 78332.639 NA
tso_wide_bayes_r53 NA NA NA NA
tso_long_bayes_r53 NA NA NA 69981.417
msst_wide_ml_r54 84402.529 84444.211 84393.679 NA
msst_long_ml_r54 84384.357 84491.549 84440.706 NA
msst_wide_bayes_r54 NA NA NA NA
msst_long_bayes_r54 NA NA NA 83335.566
cuts_wide_ml_r54 -999 -999 -999 -999
cuts_long_ml_r54 -999 -999 -999 -999
cuts_wide_bayes_r54 NA NA NA NA
cuts_long_bayes_r54 NA NA NA 78968.056
tso_wide_ml_r54 78520.592 78580.511 78507.871 NA
tso_wide_bayes_r54 NA NA NA NA
tso_long_bayes_r54 NA NA NA 70340.509
msst_wide_ml_r55 85068.658 85110.341 85059.809 NA
msst_long_ml_r55 85048.08 85155.273 85104.429 NA
msst_wide_bayes_r55 NA NA NA NA
msst_long_bayes_r55 NA NA NA 83923.612
cuts_wide_ml_r55 -999 -999 -999 -999
cuts_long_ml_r55 -999 -999 -999 -999
cuts_wide_bayes_r55 NA NA NA NA
cuts_long_bayes_r55 NA NA NA 79042.279
tso_wide_ml_r55 78739.231 78799.15 78726.51 NA
tso_wide_bayes_r55 NA NA NA NA
tso_long_bayes_r55 NA NA NA 70253.796
msst_wide_ml_r56 85551.55 85593.233 85542.701 NA
msst_long_ml_r56 85535.682 85642.874 85592.031 NA
msst_wide_bayes_r56 NA NA NA NA
msst_long_bayes_r56 NA NA NA 84560.97
cuts_wide_ml_r56 -999 -999 -999 -999
cuts_long_ml_r56 -999 -999 -999 -999
cuts_wide_bayes_r56 NA NA NA NA
cuts_long_bayes_r56 NA NA NA 79185.735
tso_wide_ml_r56 78902.301 78962.22 78889.58 NA
tso_wide_bayes_r56 NA NA NA NA
tso_long_bayes_r56 NA NA NA 70396.94
msst_wide_ml_r57 85045.485 85087.168 85036.636 NA
msst_long_ml_r57 85029.291 85136.483 85085.64 NA
msst_wide_bayes_r57 NA NA NA NA
msst_long_bayes_r57 NA NA NA 84062.906
cuts_wide_ml_r57 -999 -999 -999 -999
cuts_long_ml_r57 -999 -999 -999 -999
cuts_wide_bayes_r57 NA NA NA NA
cuts_long_bayes_r57 NA NA NA 79461.46
tso_wide_ml_r57 79092.201 79152.12 79079.48 NA
tso_wide_bayes_r57 NA NA NA NA
tso_long_bayes_r57 NA NA NA 70859.748
msst_wide_ml_r58 85202.337 85244.019 85193.487 NA
msst_long_ml_r58 85184.061 85291.253 85240.41 NA
msst_wide_bayes_r58 NA NA NA NA
msst_long_bayes_r58 NA NA NA 84124.686
cuts_wide_ml_r58 -999 -999 -999 -999
cuts_long_ml_r58 -999 -999 -999 -999
cuts_wide_bayes_r58 NA NA NA NA
cuts_long_bayes_r58 NA NA NA 78870.954
tso_wide_ml_r58 78632.432 78692.351 78619.711 NA
tso_wide_bayes_r58 NA NA NA NA
tso_long_bayes_r58 NA NA NA 70216.233
msst_wide_ml_r59 83997.582 84039.265 83988.733 NA
msst_long_ml_r59 83983.464 84090.656 84039.813 NA
msst_wide_bayes_r59 NA NA NA NA
msst_long_bayes_r59 NA NA NA 83113.665
cuts_wide_ml_r59 -999 -999 -999 -999
cuts_long_ml_r59 -999 -999 -999 -999
cuts_wide_bayes_r59 NA NA NA NA
cuts_long_bayes_r59 NA NA NA 79102.101
tso_wide_ml_r59 78704.823 78764.742 78692.102 NA
tso_wide_bayes_r59 NA NA NA NA
tso_long_bayes_r59 NA NA NA 70258.742
msst_wide_ml_r60 84679.687 84721.37 84670.838 NA
msst_long_ml_r60 84664.361 84771.553 84720.709 NA
msst_wide_bayes_r60 NA NA NA NA
msst_long_bayes_r60 NA NA NA 83732.324
cuts_wide_ml_r60 -999 -999 -999 -999
cuts_long_ml_r60 -999 -999 -999 -999
cuts_wide_bayes_r60 NA NA NA NA
cuts_long_bayes_r60 NA NA NA 79275.3
tso_wide_ml_r60 78763.035 78822.954 78750.314 NA
tso_wide_bayes_r60 NA NA NA NA
tso_long_bayes_r60 NA NA NA 70479.683
msst_wide_ml_r61 85225.092 85266.775 85216.243 NA
msst_long_ml_r61 85210.227 85317.42 85266.576 NA
msst_wide_bayes_r61 NA NA NA NA
msst_long_bayes_r61 NA NA NA 84296.729
cuts_wide_ml_r61 -999 -999 -999 -999
cuts_long_ml_r61 -999 -999 -999 -999
cuts_wide_bayes_r61 NA NA NA NA
cuts_long_bayes_r61 NA NA NA 79471.005
tso_wide_ml_r61 79139.659 79199.578 79126.938 NA
tso_wide_bayes_r61 NA NA NA NA
tso_long_bayes_r61 NA NA NA 70843.703
msst_wide_ml_r62 84139.645 84181.328 84130.796 NA
msst_long_ml_r62 84125.891 84233.083 84182.24 NA
msst_wide_bayes_r62 NA NA NA NA
msst_long_bayes_r62 NA NA NA 83255.107
cuts_wide_ml_r62 -999 -999 -999 -999
cuts_long_ml_r62 -999 -999 -999 -999
cuts_wide_bayes_r62 NA NA NA NA
cuts_long_bayes_r62 NA NA NA 79337.522
tso_wide_ml_r62 79039.444 79099.363 79026.723 NA
tso_wide_bayes_r62 NA NA NA NA
tso_long_bayes_r62 NA NA NA 70702.736
msst_wide_ml_r63 84375.67 84417.353 84366.821 NA
msst_long_ml_r63 84363.042 84470.234 84419.391 NA
msst_wide_bayes_r63 NA NA NA NA
msst_long_bayes_r63 NA NA NA 83535.962
cuts_wide_ml_r63 -999 -999 -999 -999
cuts_long_ml_r63 -999 -999 -999 -999
cuts_wide_bayes_r63 NA NA NA NA
cuts_long_bayes_r63 NA NA NA 79198.572
tso_wide_ml_r63 78805.485 78865.404 78792.764 NA
tso_wide_bayes_r63 NA NA NA NA
tso_long_bayes_r63 NA NA NA 70306.677
msst_wide_ml_r64 83857.98 83899.663 83849.131 NA
msst_long_ml_r64 83843.247 83950.439 83899.596 NA
msst_wide_bayes_r64 NA NA NA NA
msst_long_bayes_r64 NA NA NA 82936.489
cuts_wide_ml_r64 -999 -999 -999 -999
cuts_long_ml_r64 -999 -999 -999 -999
cuts_wide_bayes_r64 NA NA NA NA
cuts_long_bayes_r64 NA NA NA 78615.533
tso_wide_ml_r64 78325.405 78385.324 78312.685 NA
tso_wide_bayes_r64 NA NA NA NA
tso_long_bayes_r64 NA NA NA 69955.103
msst_wide_ml_r65 85481.669 85523.351 85472.819 NA
msst_long_ml_r65 85461.598 85568.79 85517.946 NA
msst_wide_bayes_r65 NA NA NA NA
msst_long_bayes_r65 NA NA NA 84330.87
cuts_wide_ml_r65 -999 -999 -999 -999
cuts_long_ml_r65 -999 -999 -999 -999
cuts_wide_bayes_r65 NA NA NA NA
cuts_long_bayes_r65 NA NA NA 79245.203
tso_wide_ml_r65 78867.814 78927.733 78855.093 NA
tso_wide_bayes_r65 NA NA NA NA
tso_long_bayes_r65 NA NA NA 70470.276
msst_wide_ml_r66 84916.938 84958.621 84908.089 NA
msst_long_ml_r66 84900.714 85007.906 84957.063 NA
msst_wide_bayes_r66 NA NA NA NA
msst_long_bayes_r66 NA NA NA 83932.049
cuts_wide_ml_r66 -999 -999 -999 -999
cuts_long_ml_r66 -999 -999 -999 -999
cuts_wide_bayes_r66 NA NA NA NA
cuts_long_bayes_r66 NA NA NA 79169.942
tso_wide_ml_r66 78734.595 78794.514 78721.874 NA
tso_wide_bayes_r66 NA NA NA NA
tso_long_bayes_r66 NA NA NA 70203.153
msst_wide_ml_r67 84041.736 84083.418 84032.886 NA
msst_long_ml_r67 84022.526 84129.718 84078.874 NA
msst_wide_bayes_r67 NA NA NA NA
msst_long_bayes_r67 NA NA NA 82964.833
cuts_wide_ml_r67 -999 -999 -999 -999
cuts_long_ml_r67 -999 -999 -999 -999
cuts_wide_bayes_r67 NA NA NA NA
cuts_long_bayes_r67 NA NA NA 79287.995
tso_wide_ml_r67 78966.767 79026.686 78954.046 NA
tso_wide_bayes_r67 NA NA NA NA
tso_long_bayes_r67 NA NA NA 70799.555
msst_wide_ml_r68 85408.618 85450.301 85399.769 NA
msst_long_ml_r68 85394.15 85501.342 85450.498 NA
msst_wide_bayes_r68 NA NA NA NA
msst_long_bayes_r68 NA NA NA 84489.917
cuts_wide_ml_r68 -999 -999 -999 -999
cuts_long_ml_r68 -999 -999 -999 -999
cuts_wide_bayes_r68 NA NA NA NA
cuts_long_bayes_r68 NA NA NA 79106.69
tso_wide_ml_r68 78769.422 78829.341 78756.701 NA
tso_wide_bayes_r68 NA NA NA NA
tso_long_bayes_r68 NA NA NA 70297.1
msst_wide_ml_r69 84893.121 84934.804 84884.272 NA
msst_long_ml_r69 84872.833 84980.026 84929.182 NA
msst_wide_bayes_r69 NA NA NA NA
msst_long_bayes_r69 NA NA NA 83747.886
cuts_wide_ml_r69 -999 -999 -999 -999
cuts_long_ml_r69 -999 -999 -999 -999
cuts_wide_bayes_r69 NA NA NA NA
cuts_long_bayes_r69 NA NA NA 79126.946
tso_wide_ml_r69 78869.752 78929.67 78857.031 NA
tso_wide_bayes_r69 NA NA NA NA
tso_long_bayes_r69 NA NA NA 70722.032
msst_wide_ml_r70 84678.806 84720.489 84669.957 NA
msst_long_ml_r70 84663.811 84771.003 84720.159 NA
msst_wide_bayes_r70 NA NA NA NA
msst_long_bayes_r70 NA NA NA 83752.435
cuts_wide_ml_r70 -999 -999 -999 -999
cuts_long_ml_r70 -999 -999 -999 -999
cuts_wide_bayes_r70 NA NA NA NA
cuts_long_bayes_r70 NA NA NA 79262.251
tso_wide_ml_r70 78893.138 78953.057 78880.418 NA
tso_wide_bayes_r70 NA NA NA NA
tso_long_bayes_r70 NA NA NA 70604.916
msst_wide_ml_r71 84637.905 84679.587 84629.055 NA
msst_long_ml_r71 84622.362 84729.555 84678.711 NA
msst_wide_bayes_r71 NA NA NA NA
msst_long_bayes_r71 NA NA NA 83683.014
cuts_wide_ml_r71 -999 -999 -999 -999
cuts_long_ml_r71 -999 -999 -999 -999
cuts_wide_bayes_r71 NA NA NA NA
cuts_long_bayes_r71 NA NA NA 79042.15
tso_wide_ml_r71 78774.677 78834.596 78761.957 NA
tso_wide_bayes_r71 NA NA NA NA
tso_long_bayes_r71 NA NA NA 70506.6
msst_wide_ml_r72 84912.071 84953.754 84903.222 NA
msst_long_ml_r72 84897.161 85004.353 84953.51 NA
msst_wide_bayes_r72 NA NA NA NA
msst_long_bayes_r72 NA NA NA 83968.848
cuts_wide_ml_r72 -999 -999 -999 -999
cuts_long_ml_r72 -999 -999 -999 -999
cuts_wide_bayes_r72 NA NA NA NA
cuts_long_bayes_r72 NA NA NA 78920.099
tso_wide_ml_r72 78606.713 78666.632 78593.992 NA
tso_wide_bayes_r72 NA NA NA NA
tso_long_bayes_r72 NA NA NA 70226.738
msst_wide_ml_r73 84085.747 84127.429 84076.897 NA
msst_long_ml_r73 84068.244 84175.436 84124.593 NA
msst_wide_bayes_r73 NA NA NA NA
msst_long_bayes_r73 NA NA NA 83063.731
cuts_wide_ml_r73 -999 -999 -999 -999
cuts_long_ml_r73 -999 -999 -999 -999
cuts_wide_bayes_r73 NA NA NA NA
cuts_long_bayes_r73 NA NA NA 79081.256
tso_wide_ml_r73 78843.088 78903.007 78830.367 NA
tso_wide_bayes_r73 NA NA NA NA
tso_long_bayes_r73 NA NA NA 70560.902
msst_wide_ml_r74 83658.295 83699.978 83649.446 NA
msst_long_ml_r74 83640.714 83747.906 83697.063 NA
msst_wide_bayes_r74 NA NA NA NA
msst_long_bayes_r74 NA NA NA 82660.265
cuts_wide_ml_r74 -999 -999 -999 -999
cuts_long_ml_r74 -999 -999 -999 -999
cuts_wide_bayes_r74 NA NA NA NA
cuts_long_bayes_r74 NA NA NA 78995.147
tso_wide_ml_r74 78722.96 78782.879 78710.24 NA
tso_wide_bayes_r74 NA NA NA NA
tso_long_bayes_r74 NA NA NA 70591.403
msst_wide_ml_r75 84960.912 85002.594 84952.062 NA
msst_long_ml_r75 84947.272 85054.464 85003.621 NA
msst_wide_bayes_r75 NA NA NA NA
msst_long_bayes_r75 NA NA NA 84090.469
cuts_wide_ml_r75 -999 -999 -999 -999
cuts_long_ml_r75 -999 -999 -999 -999
cuts_wide_bayes_r75 NA NA NA NA
cuts_long_bayes_r75 NA NA NA 79323.856
tso_wide_ml_r75 78930.233 78990.152 78917.512 NA
tso_wide_bayes_r75 NA NA NA NA
tso_long_bayes_r75 NA NA NA 70585.182
msst_wide_ml_r76 84195.993 84237.676 84187.144 NA
msst_long_ml_r76 84179.284 84286.477 84235.633 NA
msst_wide_bayes_r76 NA NA NA NA
msst_long_bayes_r76 NA NA NA 83195.134
cuts_wide_ml_r76 -999 -999 -999 -999
cuts_long_ml_r76 -999 -999 -999 -999
cuts_wide_bayes_r76 NA NA NA NA
cuts_long_bayes_r76 NA NA NA 79396.579
tso_wide_ml_r76 78935.922 78995.841 78923.201 NA
tso_wide_bayes_r76 NA NA NA NA
tso_long_bayes_r76 NA NA NA 70534.333
msst_wide_ml_r77 84278.265 84319.948 84269.416 NA
msst_long_ml_r77 84264.239 84371.431 84320.588 NA
msst_wide_bayes_r77 NA NA NA NA
msst_long_bayes_r77 NA NA NA 83380.233
cuts_wide_ml_r77 -999 -999 -999 -999
cuts_long_ml_r77 -999 -999 -999 -999
cuts_wide_bayes_r77 NA NA NA NA
cuts_long_bayes_r77 NA NA NA 79398.036
tso_wide_ml_r77 79032.964 79092.883 79020.243 NA
tso_wide_bayes_r77 NA NA NA NA
tso_long_bayes_r77 NA NA NA 70824.468
msst_wide_ml_r78 85068.215 85109.898 85059.365 NA
msst_long_ml_r78 85054.533 85161.726 85110.882 NA
msst_wide_bayes_r78 NA NA NA NA
msst_long_bayes_r78 NA NA NA 84186.598
cuts_wide_ml_r78 -999 -999 -999 -999
cuts_long_ml_r78 -999 -999 -999 -999
cuts_wide_bayes_r78 NA NA NA NA
cuts_long_bayes_r78 NA NA NA 79621.059
tso_wide_ml_r78 79167.08 79226.999 79154.36 NA
tso_wide_bayes_r78 NA NA NA NA
tso_long_bayes_r78 NA NA NA 70757.329
msst_wide_ml_r79 84039.248 84080.931 84030.399 NA
msst_long_ml_r79 84024.1 84131.292 84080.449 NA
msst_wide_bayes_r79 NA NA NA NA
msst_long_bayes_r79 NA NA NA 83093.6
cuts_wide_ml_r79 -999 -999 -999 -999
cuts_long_ml_r79 -999 -999 -999 -999
cuts_wide_bayes_r79 NA NA NA NA
cuts_long_bayes_r79 NA NA NA 79354.536
tso_wide_ml_r79 79006.629 79066.548 78993.908 NA
tso_wide_bayes_r79 NA NA NA NA
tso_long_bayes_r79 NA NA NA 70630.237
msst_wide_ml_r80 83983.499 84025.182 83974.65 NA
msst_long_ml_r80 83965.547 84072.739 84021.896 NA
msst_wide_bayes_r80 NA NA NA NA
msst_long_bayes_r80 NA NA NA 82956.757
cuts_wide_ml_r80 -999 -999 -999 -999
cuts_long_ml_r80 -999 -999 -999 -999
cuts_wide_bayes_r80 NA NA NA NA
cuts_long_bayes_r80 NA NA NA 79293.113
tso_wide_ml_r80 78851.301 78911.219 78838.58 NA
tso_wide_bayes_r80 NA NA NA NA
tso_long_bayes_r80 NA NA NA 70548.748
msst_wide_ml_r81 84529.96 84571.642 84521.11 NA
msst_long_ml_r81 84512.37 84619.562 84568.719 NA
msst_wide_bayes_r81 NA NA NA NA
msst_long_bayes_r81 NA NA NA 83485.577
cuts_wide_ml_r81 -999 -999 -999 -999
cuts_long_ml_r81 -999 -999 -999 -999
cuts_wide_bayes_r81 NA NA NA NA
cuts_long_bayes_r81 NA NA NA 78805.705
tso_wide_ml_r81 78598.009 78657.928 78585.288 NA
tso_wide_bayes_r81 NA NA NA NA
tso_long_bayes_r81 NA NA NA 70283.436
msst_wide_ml_r82 84851.316 84892.999 84842.467 NA
msst_long_ml_r82 84834.384 84941.576 84890.733 NA
msst_wide_bayes_r82 NA NA NA NA
msst_long_bayes_r82 NA NA NA 83828.951
cuts_wide_ml_r82 -999 -999 -999 -999
cuts_long_ml_r82 -999 -999 -999 -999
cuts_wide_bayes_r82 NA NA NA NA
cuts_long_bayes_r82 NA NA NA 78833.221
tso_wide_ml_r82 78580.359 78640.278 78567.638 NA
tso_wide_bayes_r82 NA NA NA NA
tso_long_bayes_r82 NA NA NA 70391.121
msst_wide_ml_r83 85144.18 85185.862 85135.33 NA
msst_long_ml_r83 85130.029 85237.221 85186.378 NA
msst_wide_bayes_r83 NA NA NA NA
msst_long_bayes_r83 NA NA NA 84238.2
cuts_wide_ml_r83 -999 -999 -999 -999
cuts_long_ml_r83 -999 -999 -999 -999
cuts_wide_bayes_r83 NA NA NA NA
cuts_long_bayes_r83 NA NA NA 79238.158
tso_wide_ml_r83 78808.03 78867.948 78795.309 NA
tso_wide_bayes_r83 NA NA NA NA
tso_long_bayes_r83 NA NA NA 70412.523
msst_wide_ml_r84 83650.763 83692.446 83641.914 NA
msst_long_ml_r84 83636.978 83744.17 83693.326 NA
msst_wide_bayes_r84 NA NA NA NA
msst_long_bayes_r84 NA NA NA 82773.375
cuts_wide_ml_r84 -999 -999 -999 -999
cuts_long_ml_r84 -999 -999 -999 -999
cuts_wide_bayes_r84 NA NA NA NA
cuts_long_bayes_r84 NA NA NA 79155.767
tso_wide_ml_r84 78708.423 78768.341 78695.702 NA
tso_wide_bayes_r84 NA NA NA NA
tso_long_bayes_r84 NA NA NA 70440.12
msst_wide_ml_r85 85276.61 85318.293 85267.761 NA
msst_long_ml_r85 85262.941 85370.133 85319.29 NA
msst_wide_bayes_r85 NA NA NA NA
msst_long_bayes_r85 NA NA NA 84379.855
cuts_wide_ml_r85 -999 -999 -999 -999
cuts_long_ml_r85 -999 -999 -999 -999
cuts_wide_bayes_r85 NA NA NA NA
cuts_long_bayes_r85 NA NA NA 79445.629
tso_wide_ml_r85 78971.684 79031.603 78958.963 NA
tso_wide_bayes_r85 NA NA NA NA
tso_long_bayes_r85 NA NA NA 70648.957
msst_wide_ml_r86 84120.808 84162.491 84111.959 NA
msst_long_ml_r86 84107.251 84214.443 84163.6 NA
msst_wide_bayes_r86 NA NA NA NA
msst_long_bayes_r86 NA NA NA 83239.376
cuts_wide_ml_r86 -999 -999 -999 -999
cuts_long_ml_r86 -999 -999 -999 -999
cuts_wide_bayes_r86 NA NA NA NA
cuts_long_bayes_r86 NA NA NA 78899.179
tso_wide_ml_r86 78439.291 78499.21 78426.571 NA
tso_wide_bayes_r86 NA NA NA NA
tso_long_bayes_r86 NA NA NA 70022.124
msst_wide_ml_r87 84490.738 84532.421 84481.889 NA
msst_long_ml_r87 84474.792 84581.984 84531.14 NA
msst_wide_bayes_r87 NA NA NA NA
msst_long_bayes_r87 NA NA NA 83513.427
cuts_wide_ml_r87 -999 -999 -999 -999
cuts_long_ml_r87 -999 -999 -999 -999
cuts_wide_bayes_r87 NA NA NA NA
cuts_long_bayes_r87 NA NA NA 78880.985
tso_wide_ml_r87 78655.126 78715.044 78642.405 NA
tso_wide_bayes_r87 NA NA NA NA
tso_long_bayes_r87 NA NA NA 70232.996
msst_wide_ml_r88 85321.7 85363.383 85312.851 NA
msst_long_ml_r88 85305.382 85412.574 85361.73 NA
msst_wide_bayes_r88 NA NA NA NA
msst_long_bayes_r88 NA NA NA 84337.424
cuts_wide_ml_r88 -999 -999 -999 -999
cuts_long_ml_r88 -999 -999 -999 -999
cuts_wide_bayes_r88 NA NA NA NA
cuts_long_bayes_r88 NA NA NA 79380.37
tso_wide_ml_r88 79178.781 79238.7 79166.06 NA
tso_wide_bayes_r88 NA NA NA NA
tso_long_bayes_r88 NA NA NA 70663.885
msst_wide_ml_r89 84151.984 84193.667 84143.135 NA
msst_long_ml_r89 84138.112 84245.304 84194.46 NA
msst_wide_bayes_r89 NA NA NA NA
msst_long_bayes_r89 NA NA NA 83282.689
cuts_wide_ml_r89 -999 -999 -999 -999
cuts_long_ml_r89 -999 -999 -999 -999
cuts_wide_bayes_r89 NA NA NA NA
cuts_long_bayes_r89 NA NA NA 79225.843
tso_wide_ml_r89 78736.564 78796.483 78723.843 NA
tso_wide_bayes_r89 NA NA NA NA
tso_long_bayes_r89 NA NA NA 70663.919
msst_wide_ml_r90 84548.358 84590.041 84539.509 NA
msst_long_ml_r90 84533.289 84640.481 84589.638 NA
msst_wide_bayes_r90 NA NA NA NA
msst_long_bayes_r90 NA NA NA 83623.09
cuts_wide_ml_r90 -999 -999 -999 -999
cuts_long_ml_r90 -999 -999 -999 -999
cuts_wide_bayes_r90 NA NA NA NA
cuts_long_bayes_r90 NA NA NA 79440.04
tso_wide_ml_r90 78943.027 79002.946 78930.306 NA
tso_wide_bayes_r90 NA NA NA NA
tso_long_bayes_r90 NA NA NA 70830.668
msst_wide_ml_r91 83959.758 84001.44 83950.908 NA
msst_long_ml_r91 83945.349 84052.541 84001.698 NA
msst_wide_bayes_r91 NA NA NA NA
msst_long_bayes_r91 NA NA NA 83044.435
cuts_wide_ml_r91 -999 -999 -999 -999
cuts_long_ml_r91 -999 -999 -999 -999
cuts_wide_bayes_r91 NA NA NA NA
cuts_long_bayes_r91 NA NA NA 78994.537
tso_wide_ml_r91 78646.875 78706.794 78634.154 NA
tso_wide_bayes_r91 NA NA NA NA
tso_long_bayes_r91 NA NA NA 70305.722
msst_wide_ml_r92 84634.018 84675.701 84625.169 NA
msst_long_ml_r92 84615.339 84722.531 84671.687 NA
msst_wide_bayes_r92 NA NA NA NA
msst_long_bayes_r92 NA NA NA 83545.104
cuts_wide_ml_r92 -999 -999 -999 -999
cuts_long_ml_r92 -999 -999 -999 -999
cuts_wide_bayes_r92 NA NA NA NA
cuts_long_bayes_r92 NA NA NA 79076.821
tso_wide_ml_r92 78848.873 78908.792 78836.153 NA
tso_wide_bayes_r92 NA NA NA NA
tso_long_bayes_r92 NA NA NA 70585.487
msst_wide_ml_r93 84729.295 84770.978 84720.446 NA
msst_long_ml_r93 84712.944 84820.136 84769.293 NA
msst_wide_bayes_r93 NA NA NA NA
msst_long_bayes_r93 NA NA NA 83745.678
cuts_wide_ml_r93 -999 -999 -999 -999
cuts_long_ml_r93 -999 -999 -999 -999
cuts_wide_bayes_r93 NA NA NA NA
cuts_long_bayes_r93 NA NA NA 78986.723
tso_wide_ml_r93 78574.253 78634.172 78561.532 NA
tso_wide_bayes_r93 NA NA NA NA
tso_long_bayes_r93 NA NA NA 70119.974
msst_wide_ml_r94 84400.414 84442.097 84391.565 NA
msst_long_ml_r94 84382.552 84489.744 84438.901 NA
msst_wide_bayes_r94 NA NA NA NA
msst_long_bayes_r94 NA NA NA 83364.989
cuts_wide_ml_r94 -999 -999 -999 -999
cuts_long_ml_r94 -999 -999 -999 -999
cuts_wide_bayes_r94 NA NA NA NA
cuts_long_bayes_r94 NA NA NA 78944.124
tso_wide_ml_r94 78495.285 78555.204 78482.564 NA
tso_wide_bayes_r94 NA NA NA NA
tso_long_bayes_r94 NA NA NA 70234.138
msst_wide_ml_r95 83847.4 83889.082 83838.55 NA
msst_long_ml_r95 83831.09 83938.282 83887.439 NA
msst_wide_bayes_r95 NA NA NA NA
msst_long_bayes_r95 NA NA NA 82854.951
cuts_wide_ml_r95 -999 -999 -999 -999
cuts_long_ml_r95 -999 -999 -999 -999
cuts_wide_bayes_r95 NA NA NA NA
cuts_long_bayes_r95 NA NA NA 79106.898
tso_wide_ml_r95 78854.674 78914.593 78841.953 NA
tso_wide_bayes_r95 NA NA NA NA
tso_long_bayes_r95 NA NA NA 70715.677
msst_wide_ml_r96 84371.355 84413.038 84362.506 NA
msst_long_ml_r96 84355.035 84462.227 84411.384 NA
msst_wide_bayes_r96 NA NA NA NA
msst_long_bayes_r96 NA NA NA 83372.327
cuts_wide_ml_r96 -999 -999 -999 -999
cuts_long_ml_r96 -999 -999 -999 -999
cuts_wide_bayes_r96 NA NA NA NA
cuts_long_bayes_r96 NA NA NA 78968.839
tso_wide_ml_r96 78572.362 78632.281 78559.641 NA
tso_wide_bayes_r96 NA NA NA NA
tso_long_bayes_r96 NA NA NA 70452.906
msst_wide_ml_r97 84827.516 84869.199 84818.667 NA
msst_long_ml_r97 84812.217 84919.409 84868.565 NA
msst_wide_bayes_r97 NA NA NA NA
msst_long_bayes_r97 NA NA NA 83878.972
cuts_wide_ml_r97 -999 -999 -999 -999
cuts_long_ml_r97 -999 -999 -999 -999
cuts_wide_bayes_r97 NA NA NA NA
cuts_long_bayes_r97 NA NA NA 79298.086
tso_wide_ml_r97 78916.416 78976.335 78903.695 NA
tso_wide_bayes_r97 NA NA NA NA
tso_long_bayes_r97 NA NA NA 70467.492
msst_wide_ml_r98 84320.757 84362.44 84311.908 NA
msst_long_ml_r98 84304.749 84411.941 84361.098 NA
msst_wide_bayes_r98 NA NA NA NA
msst_long_bayes_r98 NA NA NA 83349.972
cuts_wide_ml_r98 -999 -999 -999 -999
cuts_long_ml_r98 -999 -999 -999 -999
cuts_wide_bayes_r98 NA NA NA NA
cuts_long_bayes_r98 NA NA NA 78862.156
tso_wide_ml_r98 78344.674 78404.593 78331.953 NA
tso_wide_bayes_r98 NA NA NA NA
tso_long_bayes_r98 NA NA NA 70074.266
msst_wide_ml_r99 83950.674 83992.357 83941.825 NA
msst_long_ml_r99 83936.815 84044.008 83993.164 NA
msst_wide_bayes_r99 NA NA NA NA
msst_long_bayes_r99 NA NA NA 83071.251
cuts_wide_ml_r99 -999 -999 -999 -999
cuts_long_ml_r99 -999 -999 -999 -999
cuts_wide_bayes_r99 NA NA NA NA
cuts_long_bayes_r99 NA NA NA 79116.26
tso_wide_ml_r99 78708.611 78768.53 78695.89 NA
tso_wide_bayes_r99 NA NA NA NA
tso_long_bayes_r99 NA NA NA 70457.393
msst_wide_ml_r100 83805.766 83847.449 83796.917 NA
msst_long_ml_r100 83789.606 83896.798 83845.955 NA
msst_wide_bayes_r100 NA NA NA NA
msst_long_bayes_r100 NA NA NA 82850.522
cuts_wide_ml_r100 -999 -999 -999 -999
cuts_long_ml_r100 -999 -999 -999 -999
cuts_wide_bayes_r100 NA NA NA NA
cuts_long_bayes_r100 NA NA NA 79015.028
tso_wide_ml_r100 78675.987 78735.906 78663.266 NA
tso_wide_bayes_r100 NA NA NA NA
tso_long_bayes_r100 NA NA NA 70257.28
